shipment_id,customer_id,origin_port,destination_port,container_type,booking_lead_days,transshipment_count,port_congestion_score,weather_risk_score,historical_delay_rate,carrier_reliability_score
TRN_01039,CUS_C,LAX,SIN,40GP,2,1,0.576,0.261,0.078,0.704
TRN_01040,CUS_B,RTM,LAX,40HC,12,2,0.17,0.784,0.105,0.616
TRN_01041,CUS_B,LAX,SGN,40HC,16,1,0.512,0.341,0.195,0.886
TRN_01042,CUS_D,SHA,HKG,40HC,7,0,0.593,0.363,0.031,0.694
TRN_01043,CUS_A,RTM,LAX,40GP,29,1,0.309,0.375,0.405,0.236
TRN_01044,CUS_C,HAM,HKG,40HC,1,2,0.09,0.297,0.409,0.716
TRN_01045,CUS_A,HKG,HKG,20GP,29,2,0.024,0.188,0.272,0.842
TRN_01046,CUS_A,HAM,HAM,20GP,5,0,0.236,0.179,0.38,0.924
TRN_01047,CUS_B,SIN,PUS,40GP,4,1,0.283,0.162,0.114,0.658
TRN_01048,CUS_A,HAM,SHA,45HC,15,2,0.353,0.681,0.117,0.563
TRN_01049,CUS_A,LAX,LAX,40GP,23,0,0.364,0.166,0.068,0.723
TRN_01050,CUS_D,PUS,PUS,45HC,20,2,0.278,0.646,0.065,0.574
TRN_01051,CUS_B,SHA,HAM,40GP,24,3,0.216,0.617,0.207,0.818
TRN_01052,CUS_C,LAX,HKG,20GP,14,2,0.157,0.372,0.147,0.613
TRN_01053,CUS_D,HAM,RTM,40GP,26,1,0.119,0.144,0.159,0.663
TRN_01054,CUS_A,HAM,SHA,40GP,23,2,0.434,0.2,0.225,0.431
TRN_01055,CUS_B,HAM,HKG,20GP,2,3,0.583,0.26,0.064,0.852
TRN_01056,CUS_A,HAM,HKG,40GP,15,2,0.175,0.472,0.319,0.764
TRN_01057,CUS_D,HAM,SIN,40HC,29,2,0.526,0.438,0.148,0.801
TRN_01058,CUS_A,PUS,RTM,20GP,22,2,0.276,0.039,0.113,0.702
TRN_01059,CUS_C,SHA,PUS,45HC,24,0,0.54,0.243,0.147,0.694
TRN_01060,CUS_A,SHA,LAX,20GP,21,0,0.585,0.224,0.301,0.839
TRN_01061,CUS_A,HAM,PUS,45HC,18,2,0.398,0.219,0.458,0.677
TRN_01062,CUS_C,SHA,HAM,20GP,10,1,0.142,0.577,0.235,0.644
TRN_01063,CUS_D,SGN,SGN,40GP,2,3,0.131,0.312,0.249,0.64
TRN_01064,CUS_D,SIN,SHA,40GP,9,1,0.351,0.106,0.042,0.658
TRN_01065,CUS_C,LAX,SHA,40GP,7,3,0.177,0.48,0.477,0.671
TRN_01066,CUS_A,PUS,HAM,40HC,22,2,0.588,0.304,0.312,0.905
TRN_01067,CUS_C,HAM,HAM,40GP,11,1,0.269,0.609,0.28,0.878
TRN_01068,CUS_A,HAM,PUS,20GP,11,3,0.438,0.377,0.134,0.837
TRN_01069,CUS_A,SGN,PUS,20GP,25,0,0.438,0.333,0.097,0.609
TRN_01070,CUS_A,RTM,SIN,45HC,6,2,0.71,0.162,0.195,0.823
TRN_01071,CUS_A,RTM,HAM,40HC,23,1,0.251,0.563,0.108,0.642
TRN_01072,CUS_D,RTM,SHA,45HC,11,2,0.384,0.405,0.177,0.909
TRN_01073,CUS_D,PUS,SIN,20GP,28,0,0.437,0.247,0.28,0.692
TRN_01074,CUS_D,LAX,SGN,40HC,28,0,0.3,0.359,0.03,0.823
TRN_01075,CUS_C,SGN,PUS,40GP,13,1,0.302,0.036,0.206,0.875
TRN_01076,CUS_C,PUS,SGN,45HC,23,2,0.214,0.275,0.085,0.746
TRN_01077,CUS_C,SIN,SGN,40HC,27,3,0.479,0.47,0.228,0.803
TRN_01078,CUS_C,SIN,SIN,20GP,18,3,0.47,0.353,0.083,0.646
TRN_01079,CUS_D,SIN,LAX,40HC,26,2,0.464,0.354,0.557,0.913
TRN_01080,CUS_A,PUS,LAX,40HC,20,0,0.763,0.393,0.009,0.842
TRN_01081,CUS_C,LAX,HKG,45HC,1,3,0.458,0.485,0.342,0.778
TRN_01082,CUS_B,SGN,HAM,45HC,18,3,0.183,0.401,0.267,0.85
TRN_01083,CUS_C,RTM,HAM,45HC,7,2,0.336,0.378,0.202,0.789
TRN_01084,CUS_A,HAM,SGN,40GP,18,0,0.133,0.301,0.211,0.992
TRN_01085,CUS_D,HAM,SGN,40GP,24,0,0.26,0.217,0.379,0.569
TRN_01086,CUS_A,LAX,HAM,40HC,6,3,0.732,0.587,0.306,0.635
TRN_01087,CUS_A,RTM,PUS,45HC,20,0,0.486,0.262,0.042,0.833
TRN_01088,CUS_D,SGN,RTM,20GP,16,1,0.228,0.181,0.146,0.868
TRN_01089,CUS_B,RTM,LAX,40GP,7,3,0.777,0.217,0.414,0.877
TRN_01090,CUS_C,PUS,RTM,45HC,23,0,0.134,0.18,0.264,0.931
TRN_01091,CUS_A,SHA,SHA,40HC,23,1,0.369,0.326,0.126,0.743
TRN_01092,CUS_C,RTM,SHA,40GP,1,2,0.626,0.155,0.27,0.538
TRN_01093,CUS_A,SIN,HAM,20GP,10,1,0.601,0.285,0.226,0.844
TRN_01094,CUS_C,LAX,LAX,40GP,3,3,0.171,0.608,0.046,0.861
TRN_01095,CUS_D,SHA,HKG,40GP,18,0,0.206,0.379,0.234,0.818
TRN_01096,CUS_B,RTM,SHA,45HC,26,2,0.268,0.304,0.106,0.796
TRN_01097,CUS_C,SGN,SGN,40HC,28,1,0.293,0.082,0.439,0.667
TRN_01098,CUS_B,SIN,HAM,40GP,12,2,0.512,0.358,0.44,0.831
TRN_01099,CUS_C,RTM,LAX,45HC,7,0,0.218,0.021,0.127,0.709
TRN_01100,CUS_A,PUS,PUS,40HC,10,2,0.303,0.484,0.23,0.64
TRN_01101,CUS_A,SHA,PUS,45HC,2,0,0.24,0.068,0.376,0.8
TRN_01102,CUS_B,LAX,HAM,40HC,11,3,0.445,0.069,0.251,0.904
TRN_01103,CUS_B,RTM,PUS,45HC,20,3,0.306,0.391,0.41,0.848
TRN_01104,CUS_B,SHA,SIN,40HC,1,1,0.307,0.31,0.507,0.771
TRN_01105,CUS_C,HAM,PUS,45HC,22,2,0.682,0.518,0.307,0.783
TRN_01106,CUS_A,HAM,SGN,40GP,25,2,0.099,0.496,0.122,0.868
TRN_01107,CUS_A,HKG,LAX,20GP,10,3,0.188,0.053,0.11,0.939
TRN_01108,CUS_D,SHA,LAX,40GP,23,3,0.423,0.308,0.116,0.567
TRN_01109,CUS_A,SIN,SHA,45HC,14,3,0.199,0.204,0.065,0.828
TRN_01110,CUS_A,SIN,RTM,45HC,29,1,0.307,0.296,0.521,0.784
TRN_01111,CUS_A,SIN,SGN,40HC,15,2,0.473,0.232,0.243,0.938
TRN_01112,CUS_D,SGN,SGN,20GP,18,0,0.53,0.336,0.506,0.779
TRN_01113,CUS_D,LAX,SGN,40GP,24,1,0.336,0.774,0.261,0.902
TRN_01114,CUS_D,SGN,PUS,20GP,8,1,0.463,0.369,0.13,0.994
TRN_01115,CUS_C,SIN,SGN,40GP,21,1,0.244,0.055,0.135,0.758
TRN_01116,CUS_D,SHA,SIN,45HC,25,3,0.345,0.091,0.02,0.698
TRN_01117,CUS_C,HKG,HAM,40HC,8,0,0.428,0.086,0.35,0.643
TRN_01118,CUS_D,RTM,SIN,20GP,24,1,0.471,0.337,0.37,0.807
TRN_01119,CUS_A,PUS,HAM,40GP,8,3,0.414,0.17,0.413,0.778
TRN_01120,CUS_B,SGN,RTM,40HC,18,0,0.07,0.298,0.277,0.54
TRN_01121,CUS_B,SHA,SHA,45HC,10,3,0.455,0.433,0.161,0.713
TRN_01122,CUS_C,LAX,LAX,40GP,19,0,0.779,0.171,0.301,0.785
TRN_01123,CUS_A,SIN,LAX,45HC,5,2,0.518,0.263,0.306,0.956
TRN_01124,CUS_A,SGN,PUS,45HC,24,3,0.161,0.093,0.093,0.888
TRN_01125,CUS_D,SHA,SGN,45HC,4,1,0.672,0.091,0.189,0.769
TRN_01126,CUS_B,SHA,SGN,40GP,10,2,0.474,0.072,0.3,0.798
TRN_01127,CUS_A,SHA,LAX,40GP,24,0,0.604,0.53,0.571,0.715
TRN_01128,CUS_D,LAX,SHA,40GP,3,1,0.25,0.334,0.245,0.625
TRN_01129,CUS_B,LAX,SHA,45HC,25,0,0.699,0.42,0.211,0.734
TRN_01130,CUS_C,HKG,LAX,20GP,12,0,0.407,0.546,0.392,0.767
TRN_01131,CUS_C,SHA,SHA,40HC,8,1,0.465,0.463,0.581,0.891
TRN_01132,CUS_D,RTM,HKG,20GP,25,3,0.207,0.606,0.393,0.614
TRN_01133,CUS_C,RTM,SGN,20GP,25,3,0.311,0.292,0.284,0.701
TRN_01134,CUS_C,SIN,HAM,20GP,25,0,0.662,0.29,0.466,0.779
TRN_01135,CUS_D,SIN,SHA,20GP,17,0,0.611,0.271,0.4,0.566
TRN_01136,CUS_A,PUS,RTM,45HC,6,2,0.43,0.32,0.117,0.934
TRN_01137,CUS_D,PUS,SIN,20GP,21,3,0.372,0.206,0.151,0.896
TRN_01138,CUS_D,PUS,HKG,45HC,21,2,0.004,0.275,0.268,0.946
TRN_01139,CUS_D,RTM,SGN,20GP,26,2,0.232,0.582,0.089,0.745
TRN_01140,CUS_C,HKG,SGN,40HC,22,2,0.306,0.663,0.327,0.925
TRN_01141,CUS_D,HKG,SHA,45HC,9,1,0.278,0.135,0.339,0.812
TRN_01142,CUS_D,SGN,HKG,45HC,13,2,0.3,0.118,0.284,0.861
TRN_01143,CUS_A,SIN,SGN,20GP,20,0,0.268,0.744,0.319,0.618
TRN_01144,CUS_C,HAM,SIN,40HC,23,0,0.109,0.255,0.398,0.795
TRN_01145,CUS_C,PUS,SIN,45HC,9,0,0.673,0.069,0.219,0.865
TRN_01146,CUS_D,HAM,RTM,40HC,8,0,0.334,0.414,0.356,0.699
TRN_01147,CUS_A,PUS,HKG,40GP,27,2,0.231,0.235,0.124,0.484
TRN_01148,CUS_A,HAM,HKG,40GP,29,1,0.319,0.118,0.33,0.847
TRN_01149,CUS_B,HAM,SHA,45HC,9,2,0.263,0.333,0.274,0.895
TRN_01150,CUS_A,HKG,SIN,20GP,2,0,0.136,0.277,0.434,0.477
TRN_01151,CUS_D,RTM,SIN,40GP,19,1,0.129,0.353,0.215,0.806
TRN_01152,CUS_B,SIN,SIN,40GP,1,0,0.153,0.165,0.143,0.293
TRN_01153,CUS_C,HKG,HAM,20GP,6,1,0.273,0.591,0.076,0.752
TRN_01154,CUS_A,SHA,PUS,40GP,16,2,0.347,0.459,0.251,0.598
TRN_01155,CUS_B,SIN,HAM,20GP,11,0,0.439,0.324,0.37,0.88
TRN_01156,CUS_C,SGN,RTM,40HC,2,3,0.328,0.367,0.416,0.983
TRN_01157,CUS_D,HKG,SIN,20GP,11,1,0.266,0.346,0.084,0.85
TRN_01158,CUS_C,HKG,SGN,40GP,20,3,0.274,0.377,0.286,0.876
TRN_01159,CUS_B,SHA,SHA,20GP,22,2,0.334,0.275,0.532,0.908
TRN_01160,CUS_C,PUS,HKG,40GP,22,3,0.229,0.408,0.218,0.819
TRN_01161,CUS_A,SGN,PUS,45HC,9,2,0.313,0.407,0.308,0.954
TRN_01162,CUS_B,LAX,SIN,40HC,20,1,0.557,0.087,0.293,0.735
TRN_01163,CUS_C,HKG,SIN,20GP,10,0,0.425,0.37,0.251,0.599
TRN_01164,CUS_A,RTM,SIN,40HC,19,0,0.425,0.414,0.023,0.976
TRN_01165,CUS_B,RTM,LAX,40GP,1,3,0.252,0.297,0.489,0.709
TRN_01166,CUS_D,PUS,SIN,40GP,12,2,0.443,0.256,0.189,0.373
TRN_01167,CUS_B,PUS,SHA,45HC,10,0,0.611,0.545,0.129,0.732
TRN_01168,CUS_A,HKG,HKG,40HC,20,0,0.728,0.037,0.2,0.877
TRN_01169,CUS_B,SGN,SGN,40HC,8,3,0.473,0.302,0.138,0.749
TRN_01170,CUS_D,PUS,SIN,40GP,9,0,0.225,0.503,0.316,0.74
TRN_01171,CUS_D,SGN,HKG,45HC,16,2,0.451,0.379,0.248,0.879
TRN_01172,CUS_D,RTM,RTM,45HC,19,1,0.364,0.095,0.414,0.751
TRN_01173,CUS_B,SHA,SIN,20GP,12,2,0.814,0.274,0.416,0.738
TRN_01174,CUS_C,PUS,PUS,40HC,26,0,0.449,0.242,0.198,0.845
TRN_01175,CUS_C,SGN,RTM,45HC,29,0,0.194,0.356,0.152,0.672
TRN_01176,CUS_C,HKG,HAM,40GP,18,0,0.661,0.203,0.215,0.832
TRN_01177,CUS_A,HKG,SHA,40HC,16,2,0.492,0.304,0.218,0.908
TRN_01178,CUS_B,PUS,SGN,45HC,16,2,0.016,0.323,0.045,0.665
TRN_01179,CUS_B,SIN,SIN,20GP,3,2,0.48,0.247,0.04,0.819
TRN_01180,CUS_A,HKG,PUS,40HC,12,2,0.467,0.292,0.213,0.787
TRN_01181,CUS_C,SHA,PUS,45HC,24,0,0.759,0.045,0.113,0.906
TRN_01182,CUS_A,PUS,HAM,40GP,21,0,0.167,0.044,0.112,0.913
TRN_01183,CUS_B,PUS,SHA,40HC,2,0,0.349,0.208,0.523,0.668
TRN_01184,CUS_C,HKG,SHA,40HC,5,0,0.26,0.327,0.078,0.68
TRN_01185,CUS_A,LAX,SHA,20GP,25,2,0.129,0.76,0.199,0.82
TRN_01186,CUS_A,SIN,HKG,20GP,22,1,0.262,0.423,0.078,0.85
TRN_01187,CUS_C,SHA,SIN,45HC,12,1,0.582,0.482,0.467,0.716
TRN_01188,CUS_C,HAM,HAM,40GP,28,0,0.374,0.113,0.382,0.66
TRN_01189,CUS_A,PUS,LAX,45HC,2,2,0.735,0.322,0.207,0.701
TRN_01190,CUS_A,SIN,RTM,45HC,23,3,0.113,0.321,0.379,0.869
TRN_01191,CUS_A,PUS,RTM,40HC,29,0,0.579,0.249,0.102,0.892
TRN_01192,CUS_A,RTM,HAM,40GP,13,3,0.725,0.204,0.095,0.724
TRN_01193,CUS_D,HKG,SHA,45HC,15,0,0.247,0.321,0.364,0.751
TRN_01194,CUS_D,SIN,HKG,20GP,7,3,0.713,0.493,0.125,0.926
TRN_01195,CUS_B,HKG,SIN,45HC,25,2,0.311,0.115,0.005,0.792
TRN_01196,CUS_B,RTM,RTM,40GP,22,3,0.512,0.551,0.09,0.688
TRN_01197,CUS_B,LAX,HKG,45HC,13,0,0.598,0.369,0.081,0.749
TRN_01198,CUS_A,LAX,RTM,40HC,7,2,0.46,0.234,0.46,0.966
TRN_01199,CUS_C,SIN,HKG,40GP,14,0,0.134,0.158,0.394,0.866
TRN_01200,CUS_B,SGN,SIN,40HC,14,1,0.271,0.388,0.231,0.691
TRN_01201,CUS_D,SGN,HAM,40GP,11,0,0.357,0.11,0.152,0.745
TRN_01202,CUS_C,SHA,HKG,40GP,25,0,0.594,0.363,0.121,0.678
TRN_01203,CUS_B,SGN,PUS,40GP,11,3,0.162,0.409,0.139,0.939
TRN_01204,CUS_C,HAM,SHA,40HC,4,3,0.588,0.027,0.145,0.77
TRN_01205,CUS_D,HKG,HAM,40HC,24,1,0.79,0.38,0.115,0.743
TRN_01206,CUS_D,PUS,SIN,20GP,22,1,0.436,0.073,0.731,0.701
TRN_01207,CUS_C,HAM,HKG,40HC,1,2,0.035,0.015,0.2,0.577
TRN_01208,CUS_C,SHA,RTM,40GP,21,2,0.69,0.261,0.18,0.648
TRN_01209,CUS_A,SHA,RTM,40GP,15,2,0.267,0.382,0.212,0.911
TRN_01210,CUS_B,SGN,PUS,20GP,20,1,0.289,0.306,0.123,0.622
TRN_01211,CUS_D,HKG,RTM,45HC,8,1,0.72,0.398,0.334,0.814
TRN_01212,CUS_B,SGN,PUS,45HC,6,3,0.175,0.535,0.154,0.599
TRN_01213,CUS_C,LAX,HAM,45HC,17,0,0.08,0.553,0.142,0.985
TRN_01214,CUS_D,SHA,HAM,40GP,2,1,0.349,0.217,0.261,0.846
TRN_01215,CUS_C,SIN,SIN,20GP,7,1,0.844,0.204,0.051,0.807
TRN_01216,CUS_B,HAM,HKG,40GP,2,0,0.261,0.21,0.342,0.654
TRN_01217,CUS_B,RTM,HAM,40GP,11,0,0.469,0.156,0.476,0.646
TRN_01218,CUS_D,SGN,HKG,20GP,27,0,0.375,0.313,0.334,0.808
TRN_01219,CUS_D,HAM,LAX,20GP,16,3,0.43,0.597,0.16,0.612
TRN_01220,CUS_A,LAX,HAM,45HC,22,3,0.283,0.577,0.242,0.861
TRN_01221,CUS_D,PUS,LAX,40HC,22,2,0.289,0.26,0.157,0.777
TRN_01222,CUS_C,HAM,LAX,40GP,4,3,0.447,0.161,0.095,0.907
TRN_01223,CUS_A,SGN,SIN,45HC,28,3,0.179,0.26,0.611,0.764
TRN_01224,CUS_A,HAM,SIN,40GP,5,0,0.602,0.357,0.561,0.521
TRN_01225,CUS_B,HAM,SIN,40HC,8,3,0.206,0.377,0.372,0.752
TRN_01226,CUS_D,LAX,SGN,45HC,20,3,0.838,0.35,0.314,0.842
TRN_01227,CUS_C,SGN,HAM,40GP,15,0,0.489,0.303,0.432,0.686
TRN_01228,CUS_C,PUS,RTM,40HC,7,3,0.667,0.325,0.084,0.749
TRN_01229,CUS_D,SIN,RTM,45HC,11,2,0.387,0.723,0.215,0.855
TRN_01230,CUS_A,HKG,RTM,20GP,12,3,0.291,0.729,0.173,0.934
TRN_01231,CUS_B,LAX,HAM,45HC,18,1,0.281,0.268,0.439,0.867
TRN_01232,CUS_A,SHA,LAX,40GP,23,2,0.453,0.28,0.198,0.753
TRN_01233,CUS_B,LAX,HKG,45HC,11,3,0.359,0.231,0.133,0.444
TRN_01234,CUS_A,SHA,SIN,40HC,12,2,0.614,0.638,0.159,0.799
TRN_01235,CUS_A,SIN,SHA,40HC,3,3,0.586,0.527,0.528,0.829
TRN_01236,CUS_D,SHA,SIN,20GP,28,0,0.561,0.106,0.127,0.86
TRN_01237,CUS_C,LAX,PUS,20GP,18,1,0.6,0.478,0.099,0.867
TRN_01238,CUS_D,RTM,LAX,40HC,8,0,0.537,0.581,0.057,0.737
TRN_01239,CUS_D,HAM,HKG,40HC,2,2,0.356,0.584,0.396,0.984
TRN_01240,CUS_B,HAM,SIN,20GP,28,0,0.238,0.166,0.052,0.652
TRN_01241,CUS_D,RTM,SIN,40HC,2,1,0.284,0.396,0.268,0.525
TRN_01242,CUS_A,SHA,PUS,40GP,6,2,0.489,0.223,0.368,0.684
TRN_01243,CUS_C,HKG,SIN,45HC,26,3,0.236,0.238,0.177,0.891
TRN_01244,CUS_A,SHA,HAM,40GP,10,0,0.534,0.224,0.144,0.64
TRN_01245,CUS_C,HKG,HKG,45HC,26,1,0.161,0.072,0.106,0.916
TRN_01246,CUS_C,LAX,RTM,20GP,16,0,0.516,0.334,0.232,0.546
TRN_01247,CUS_C,HAM,SHA,20GP,17,1,0.433,0.331,0.257,0.667
TRN_01248,CUS_B,HAM,RTM,40HC,28,2,0.231,0.343,0.279,0.869
TRN_01249,CUS_D,SHA,SGN,45HC,1,3,0.169,0.456,0.204,0.83
TRN_01250,CUS_C,SHA,SIN,40HC,11,1,0.75,0.564,0.009,0.937
TRN_01251,CUS_C,RTM,SHA,40GP,10,0,0.45,0.058,0.264,0.684
TRN_01252,CUS_B,LAX,PUS,45HC,22,1,0.199,0.139,0.47,0.82
TRN_01253,CUS_B,SGN,PUS,40GP,11,1,0.73,0.164,0.036,0.744
TRN_01254,CUS_B,SIN,LAX,20GP,26,2,0.701,0.62,0.31,0.535
TRN_01255,CUS_B,SGN,SHA,45HC,21,2,0.535,0.443,0.114,0.997
TRN_01256,CUS_C,SGN,RTM,40HC,27,3,0.199,0.381,0.348,0.718
TRN_01257,CUS_C,SIN,PUS,20GP,24,2,0.28,0.314,0.081,0.663
TRN_01258,CUS_D,SHA,HAM,20GP,22,1,0.043,0.064,0.07,0.411
TRN_01259,CUS_D,HKG,SGN,20GP,11,0,0.202,0.443,0.445,0.974
TRN_01260,CUS_B,PUS,LAX,40HC,22,3,0.317,0.319,0.554,0.602
TRN_01261,CUS_C,HAM,HAM,40GP,13,0,0.432,0.119,0.21,0.704
TRN_01262,CUS_D,SGN,SGN,20GP,10,1,0.576,0.233,0.431,0.676
TRN_01263,CUS_C,SIN,SIN,40GP,7,1,0.24,0.124,0.258,0.691
TRN_01264,CUS_A,PUS,SIN,40HC,26,3,0.083,0.439,0.437,0.889
TRN_01265,CUS_A,RTM,SHA,45HC,22,1,0.135,0.255,0.296,0.716
TRN_01266,CUS_C,LAX,PUS,45HC,2,1,0.53,0.369,0.188,0.695
TRN_01267,CUS_D,LAX,RTM,40HC,11,3,0.689,0.467,0.051,0.881
TRN_01268,CUS_D,HAM,SHA,20GP,17,1,0.31,0.147,0.176,0.895
TRN_01269,CUS_A,SHA,LAX,40HC,21,3,0.426,0.077,0.129,0.842
TRN_01270,CUS_A,HKG,RTM,45HC,9,0,0.672,0.074,0.539,0.75
TRN_01271,CUS_B,PUS,LAX,40HC,21,2,0.333,0.395,0.374,0.892
TRN_01272,CUS_C,RTM,HAM,40GP,8,2,0.328,0.586,0.324,0.648
TRN_01273,CUS_B,PUS,RTM,20GP,5,0,0.555,0.39,0.334,0.399
TRN_01274,CUS_B,HAM,HKG,45HC,3,3,0.578,0.197,0.586,0.654
TRN_01275,CUS_B,HKG,HAM,40HC,26,3,0.348,0.36,0.102,0.659
TRN_01276,CUS_C,LAX,HAM,20GP,20,0,0.534,0.063,0.164,0.633
TRN_01277,CUS_A,RTM,SGN,40HC,24,0,0.235,0.224,0.167,0.622
TRN_01278,CUS_B,SHA,HAM,40HC,16,0,0.4,0.601,0.061,0.841
TRN_01279,CUS_A,SIN,HAM,45HC,17,3,0.431,0.245,0.136,0.799
TRN_01280,CUS_A,HAM,RTM,20GP,9,1,0.213,0.384,0.169,0.692
TRN_01281,CUS_D,SIN,HAM,20GP,3,3,0.238,0.748,0.176,0.605
TRN_01282,CUS_A,PUS,RTM,45HC,21,1,0.301,0.147,0.007,0.809
TRN_01283,CUS_B,PUS,SIN,40GP,5,3,0.596,0.546,0.315,0.639
TRN_01284,CUS_B,SIN,SGN,40HC,26,2,0.636,0.268,0.181,0.765
TRN_01285,CUS_A,HKG,HKG,20GP,3,1,0.635,0.204,0.261,0.768
TRN_01286,CUS_A,PUS,SGN,40GP,29,2,0.605,0.137,0.269,0.634
TRN_01287,CUS_B,SGN,LAX,45HC,14,0,0.276,0.414,0.018,0.814
TRN_01288,CUS_A,RTM,RTM,20GP,9,0,0.767,0.082,0.369,0.706
TRN_01289,CUS_C,LAX,HAM,40GP,8,2,0.046,0.082,0.269,0.838
TRN_01290,CUS_B,LAX,SGN,40GP,20,3,0.58,0.158,0.165,0.875
TRN_01291,CUS_D,RTM,PUS,45HC,25,1,0.434,0.439,0.247,0.376
TRN_01292,CUS_C,RTM,PUS,45HC,14,3,0.139,0.225,0.198,0.925
TRN_01293,CUS_C,LAX,PUS,45HC,13,1,0.322,0.179,0.303,0.687
TRN_01294,CUS_B,SHA,HAM,40GP,26,1,0.426,0.522,0.098,0.806
TRN_01295,CUS_C,SHA,SGN,45HC,14,2,0.153,0.073,0.321,0.915
TRN_01296,CUS_C,LAX,SGN,20GP,10,1,0.358,0.587,0.297,0.809
TRN_01297,CUS_A,LAX,LAX,45HC,27,2,0.196,0.315,0.421,0.814
TRN_01298,CUS_B,SGN,PUS,40HC,24,3,0.492,0.248,0.315,0.795
TRN_01299,CUS_D,SHA,SHA,20GP,17,1,0.507,0.121,0.067,0.898
TRN_01300,CUS_C,LAX,SIN,20GP,1,1,0.103,0.317,0.579,0.389
TRN_01301,CUS_D,LAX,SGN,20GP,12,1,0.412,0.132,0.022,0.692
TRN_01302,CUS_A,SGN,LAX,45HC,29,2,0.498,0.522,0.134,0.524
TRN_01303,CUS_A,SHA,HAM,40HC,29,2,0.055,0.394,0.622,0.9
TRN_01304,CUS_C,RTM,HAM,20GP,20,1,0.497,0.651,0.376,0.712
TRN_01305,CUS_B,LAX,SIN,20GP,14,0,0.611,0.169,0.264,0.941
TRN_01306,CUS_B,SGN,PUS,20GP,25,3,0.721,0.103,0.081,0.756
TRN_01307,CUS_D,HAM,PUS,40HC,17,2,0.474,0.133,0.427,0.533
TRN_01308,CUS_A,SIN,HAM,20GP,2,2,0.178,0.786,0.193,0.899
TRN_01309,CUS_B,LAX,RTM,20GP,12,3,0.446,0.346,0.404,0.818
TRN_01310,CUS_B,RTM,SGN,45HC,10,0,0.458,0.341,0.364,0.929
TRN_01311,CUS_A,PUS,LAX,45HC,20,3,0.545,0.255,0.301,0.576
TRN_01312,CUS_D,SGN,RTM,45HC,7,0,0.725,0.538,0.613,0.81
TRN_01313,CUS_A,SIN,SIN,40GP,23,3,0.406,0.159,0.31,0.819
TRN_01314,CUS_D,SIN,HKG,40GP,8,3,0.439,0.297,0.252,0.709
TRN_01315,CUS_A,SGN,HAM,40HC,19,2,0.393,0.371,0.244,0.535
TRN_01316,CUS_B,SGN,HKG,20GP,9,2,0.364,0.512,0.48,0.679
TRN_01317,CUS_A,SGN,SGN,40HC,8,3,0.477,0.403,0.333,0.848
TRN_01318,CUS_A,SHA,HAM,20GP,21,2,0.216,0.622,0.259,0.585
TRN_01319,CUS_C,SHA,RTM,45HC,28,1,0.598,0.146,0.287,0.728
TRN_01320,CUS_A,HKG,SGN,20GP,24,3,0.473,0.234,0.184,0.815
TRN_01321,CUS_A,HKG,SHA,45HC,15,3,0.43,0.552,0.326,0.913
TRN_01322,CUS_B,SIN,RTM,20GP,27,0,0.188,0.311,0.242,0.858
TRN_01323,CUS_C,SIN,SGN,45HC,24,0,0.157,0.481,0.246,0.83
TRN_01324,CUS_A,SHA,SHA,45HC,27,2,0.608,0.321,0.309,0.614
TRN_01325,CUS_D,HKG,SIN,40GP,1,2,0.75,0.36,0.688,0.819
TRN_01326,CUS_B,PUS,SIN,20GP,24,3,0.476,0.086,0.246,0.796
TRN_01327,CUS_D,HAM,SGN,40GP,16,0,0.828,0.435,0.105,0.842
TRN_01328,CUS_A,HAM,PUS,40HC,21,0,0.612,0.389,0.062,0.807
TRN_01329,CUS_C,SIN,SIN,40GP,28,0,0.184,0.112,0.294,0.733
TRN_01330,CUS_A,SHA,LAX,20GP,16,1,0.422,0.289,0.442,0.702
TRN_01331,CUS_B,PUS,HAM,40GP,20,2,0.299,0.188,0.213,0.888
TRN_01332,CUS_D,HKG,PUS,45HC,29,1,0.476,0.684,0.262,0.271
TRN_01333,CUS_B,HAM,HKG,45HC,4,0,0.401,0.235,0.195,0.708
TRN_01334,CUS_B,SIN,SIN,45HC,22,2,0.574,0.064,0.193,0.796
TRN_01335,CUS_C,SIN,PUS,40GP,21,1,0.566,0.536,0.34,0.778
TRN_01336,CUS_B,SIN,LAX,40GP,6,1,0.246,0.436,0.413,0.678
TRN_01337,CUS_D,SIN,SIN,40HC,1,3,0.394,0.241,0.322,0.583
TRN_01338,CUS_B,SGN,HKG,40HC,19,1,0.46,0.321,0.35,0.513
TRN_01339,CUS_A,PUS,SIN,20GP,11,2,0.458,0.384,0.348,0.557
TRN_01340,CUS_B,HAM,RTM,45HC,10,0,0.618,0.42,0.261,0.781
TRN_01341,CUS_A,LAX,HKG,45HC,7,2,0.182,0.271,0.454,0.843
TRN_01342,CUS_C,RTM,LAX,40HC,16,2,0.218,0.382,0.2,0.801
TRN_01343,CUS_A,RTM,HAM,45HC,8,3,0.221,0.477,0.3,0.82
TRN_01344,CUS_B,PUS,HKG,40GP,3,1,0.616,0.092,0.232,0.72
TRN_01345,CUS_B,LAX,SIN,40HC,2,1,0.585,0.129,0.199,0.877
TRN_01346,CUS_B,RTM,HKG,45HC,8,1,0.235,0.203,0.108,0.815
TRN_01347,CUS_B,SGN,LAX,45HC,18,3,0.381,0.104,0.238,0.885
