shipment_id,customer_id,origin_port,destination_port,container_type,booking_lead_days,transshipment_count,port_congestion_score,weather_risk_score,historical_delay_rate,carrier_reliability_score
SHP_00307,CUS_B,HAM,HAM,40GP,26,2,0.492,0.514,0.353,0.898
SHP_00308,CUS_D,PUS,SHA,20GP,8,3,0.314,0.398,0.316,0.596
SHP_00309,CUS_A,PUS,LAX,40GP,5,1,0.583,0.31,0.135,0.819
SHP_00310,CUS_A,SIN,LAX,20GP,1,2,0.267,0.703,0.054,0.724
SHP_00311,CUS_C,LAX,HKG,45HC,26,2,0.695,0.11,0.058,0.791
SHP_00312,CUS_B,SHA,SIN,45HC,7,0,0.317,0.421,0.322,0.622
SHP_00313,CUS_C,SHA,PUS,40HC,25,1,0.617,0.45,0.409,0.728
SHP_00314,CUS_C,SHA,HAM,40HC,15,0,0.357,0.177,0.222,0.759
SHP_00315,CUS_D,HAM,RTM,40HC,17,3,0.43,0.338,0.414,0.871
SHP_00316,CUS_A,SIN,RTM,45HC,5,0,0.423,0.344,0.111,0.846
SHP_00317,CUS_C,PUS,HKG,45HC,19,3,0.65,0.048,0.263,0.55
SHP_00318,CUS_B,SIN,LAX,40HC,24,2,0.338,0.641,0.152,0.786
SHP_00319,CUS_B,SGN,HKG,40HC,22,2,0.106,0.23,0.344,0.869
SHP_00320,CUS_A,SIN,SIN,20GP,23,1,0.481,0.144,0.693,0.91
SHP_00321,CUS_C,SGN,SGN,45HC,29,1,0.024,0.232,0.293,0.941
SHP_00322,CUS_B,LAX,HKG,40HC,7,0,0.178,0.136,0.481,0.729
SHP_00323,CUS_A,LAX,HKG,20GP,13,0,0.488,0.315,0.119,0.918
SHP_00324,CUS_D,HAM,SGN,45HC,3,0,0.391,0.724,0.028,0.556
SHP_00325,CUS_D,HKG,RTM,40GP,14,2,0.592,0.224,0.209,0.821
SHP_00326,CUS_D,RTM,HKG,45HC,20,2,0.207,0.442,0.342,0.378
SHP_00327,CUS_B,SIN,HAM,40HC,10,2,0.178,0.339,0.331,0.672
SHP_00328,CUS_D,HKG,PUS,40GP,24,0,0.25,0.6,0.165,0.855
SHP_00329,CUS_A,HKG,HKG,45HC,6,2,0.381,0.507,0.487,0.8
SHP_00330,CUS_C,HAM,PUS,40HC,24,3,0.687,0.621,0.184,0.745
SHP_00331,CUS_B,HAM,HAM,40HC,9,3,0.205,0.346,0.187,0.965
SHP_00332,CUS_B,RTM,RTM,45HC,9,3,0.651,0.137,0.3,0.743
SHP_00333,CUS_C,HKG,HAM,40HC,20,1,0.015,0.178,0.298,0.853
SHP_00334,CUS_C,PUS,LAX,20GP,16,0,0.285,0.392,0.234,0.432
SHP_00335,CUS_C,RTM,HKG,40GP,2,0,0.443,0.16,0.143,0.94
SHP_00336,CUS_D,RTM,SGN,20GP,18,2,0.229,0.375,0.138,0.727
SHP_00337,CUS_C,HKG,SGN,40HC,21,2,0.636,0.335,0.434,0.425
SHP_00338,CUS_B,SGN,SGN,45HC,16,3,0.698,0.112,0.047,0.847
SHP_00339,CUS_B,SGN,LAX,40HC,28,1,0.232,0.249,0.15,0.908
SHP_00340,CUS_C,LAX,RTM,40HC,4,3,0.191,0.185,0.594,0.791
SHP_00341,CUS_C,HKG,SGN,45HC,8,1,0.361,0.144,0.122,0.73
SHP_00342,CUS_A,HAM,HKG,20GP,24,2,0.099,0.166,0.274,0.756
SHP_00343,CUS_A,HKG,SGN,40GP,8,3,0.409,0.662,0.73,0.668
SHP_00344,CUS_D,RTM,HAM,20GP,10,0,0.807,0.246,0.244,0.647
SHP_00345,CUS_D,HAM,LAX,20GP,27,0,0.423,0.211,0.326,0.884
SHP_00346,CUS_C,HKG,PUS,45HC,8,1,0.241,0.182,0.241,0.614
SHP_00347,CUS_B,SIN,HAM,20GP,28,2,0.422,0.452,0.389,0.868
SHP_00348,CUS_A,RTM,HAM,40GP,19,2,0.536,0.17,0.272,0.23
SHP_00349,CUS_A,HKG,SGN,45HC,22,3,0.378,0.381,0.103,0.721
SHP_00350,CUS_B,SGN,PUS,40GP,12,1,0.834,0.467,0.393,0.455
SHP_00351,CUS_A,PUS,LAX,20GP,7,0,0.071,0.365,0.072,0.942
SHP_00352,CUS_C,PUS,LAX,45HC,17,2,0.46,0.496,0.157,0.974
SHP_00353,CUS_D,SIN,LAX,40HC,15,2,0.536,0.114,0.068,0.388
SHP_00354,CUS_D,SGN,SIN,40HC,26,2,0.682,0.199,0.147,0.614
SHP_00355,CUS_D,SHA,SIN,40GP,25,1,0.616,0.405,0.403,0.757
SHP_00356,CUS_B,HKG,HAM,45HC,6,2,0.358,0.145,0.335,0.548
SHP_00357,CUS_D,SIN,SIN,40GP,18,1,0.137,0.27,0.149,0.861
SHP_00358,CUS_A,HAM,SHA,40GP,3,1,0.447,0.304,0.081,0.891
SHP_00359,CUS_C,PUS,HAM,45HC,7,1,0.147,0.411,0.215,0.847
SHP_00360,CUS_A,HKG,LAX,40GP,2,3,0.515,0.302,0.336,0.839
SHP_00361,CUS_A,HKG,SIN,20GP,1,1,0.208,0.327,0.32,0.923
SHP_00362,CUS_A,HKG,RTM,40GP,11,0,0.918,0.058,0.437,0.767
SHP_00363,CUS_A,PUS,HKG,40HC,12,2,0.171,0.563,0.088,0.937
SHP_00364,CUS_D,HKG,RTM,40HC,4,0,0.569,0.27,0.167,0.587
SHP_00365,CUS_B,SIN,SIN,40GP,24,2,0.284,0.463,0.057,0.343
SHP_00366,CUS_A,LAX,RTM,45HC,14,0,0.178,0.246,0.058,0.747
SHP_00367,CUS_B,RTM,HKG,20GP,1,0,0.776,0.218,0.074,0.753
SHP_00368,CUS_C,HKG,SGN,40HC,23,1,0.085,0.231,0.165,0.711
SHP_00369,CUS_D,PUS,SHA,45HC,11,2,0.444,0.196,0.165,0.866
SHP_00370,CUS_D,SHA,SIN,40GP,1,1,0.482,0.395,0.336,0.861
SHP_00371,CUS_B,SGN,HKG,40GP,24,2,0.555,0.331,0.175,0.895
SHP_00372,CUS_C,RTM,RTM,20GP,28,1,0.3,0.444,0.337,0.723
SHP_00373,CUS_B,SHA,SIN,40GP,21,2,0.286,0.395,0.266,0.927
SHP_00374,CUS_A,SHA,SHA,20GP,18,1,0.335,0.469,0.084,0.763
SHP_00375,CUS_B,HAM,HAM,45HC,1,2,0.418,0.295,0.566,0.941
SHP_00376,CUS_D,HKG,HKG,40HC,22,0,0.605,0.273,0.278,0.828
SHP_00377,CUS_C,SHA,SHA,20GP,20,0,0.218,0.193,0.509,0.874
SHP_00378,CUS_D,HKG,HKG,40GP,4,0,0.24,0.202,0.335,0.406
SHP_00379,CUS_B,RTM,SHA,45HC,2,1,0.702,0.621,0.254,0.765
SHP_00380,CUS_A,SHA,PUS,45HC,16,1,0.582,0.168,0.471,0.688
SHP_00381,CUS_D,HKG,HKG,20GP,24,1,0.716,0.239,0.37,0.508
SHP_00382,CUS_B,SIN,LAX,40GP,3,3,0.378,0.277,0.086,0.858
SHP_00383,CUS_B,SGN,SGN,40GP,1,0,0.559,0.293,0.238,0.633
SHP_00384,CUS_A,PUS,SHA,20GP,9,0,0.815,0.308,0.103,0.481
SHP_00385,CUS_D,RTM,SHA,40GP,3,2,0.711,0.506,0.156,0.86
SHP_00386,CUS_D,RTM,SIN,20GP,29,1,0.269,0.297,0.366,0.937
SHP_00387,CUS_B,SGN,PUS,40HC,13,0,0.18,0.544,0.285,0.561
SHP_00388,CUS_C,PUS,RTM,40GP,5,3,0.727,0.511,0.253,0.829
SHP_00389,CUS_C,HAM,SIN,45HC,3,1,0.757,0.469,0.272,0.903
SHP_00390,CUS_B,SIN,SHA,40GP,23,2,0.388,0.403,0.188,0.864
SHP_00391,CUS_B,HAM,HAM,40GP,22,2,0.228,0.376,0.202,0.769
SHP_00392,CUS_C,RTM,SHA,45HC,18,2,0.576,0.319,0.308,0.713
SHP_00393,CUS_A,RTM,HAM,40GP,22,3,0.275,0.193,0.13,0.643
SHP_00394,CUS_A,SHA,PUS,40GP,17,3,0.609,0.268,0.035,0.909
SHP_00395,CUS_D,SIN,RTM,40HC,1,3,0.074,0.154,0.486,0.865
SHP_00396,CUS_A,SGN,SHA,20GP,3,1,0.327,0.179,0.444,0.902
SHP_00397,CUS_C,RTM,LAX,20GP,14,3,0.214,0.275,0.371,0.81
SHP_00398,CUS_A,HAM,HKG,45HC,1,2,0.745,0.364,0.297,0.865
SHP_00399,CUS_B,HAM,SIN,20GP,8,0,0.333,0.303,0.642,0.567
SHP_00400,CUS_D,SIN,LAX,40HC,25,1,0.239,0.293,0.293,0.875
SHP_00401,CUS_A,SGN,PUS,45HC,18,1,0.515,0.398,0.105,0.502
SHP_00402,CUS_B,SHA,HKG,20GP,5,1,0.462,0.107,0.148,0.639
SHP_00403,CUS_D,RTM,SHA,40HC,4,1,0.317,0.19,0.245,0.955
SHP_00404,CUS_C,LAX,HAM,40HC,22,2,0.242,0.263,0.358,0.551
SHP_00405,CUS_B,HAM,SIN,40HC,26,3,0.357,0.566,0.287,0.779
SHP_00406,CUS_D,SGN,HAM,45HC,17,3,0.481,0.349,0.53,0.918
SHP_00407,CUS_B,SGN,RTM,40HC,18,0,0.377,0.238,0.012,0.957
SHP_00408,CUS_D,SIN,RTM,20GP,12,1,0.282,0.49,0.22,0.815
SHP_00409,CUS_A,PUS,SIN,45HC,29,3,0.069,0.226,0.049,0.68
SHP_00410,CUS_C,HAM,RTM,20GP,26,3,0.343,0.273,0.105,0.705
SHP_00411,CUS_D,RTM,SGN,40HC,4,3,0.636,0.325,0.132,0.668
SHP_00412,CUS_D,HKG,RTM,20GP,27,0,0.237,0.208,0.349,0.873
SHP_00413,CUS_B,SGN,HAM,40HC,2,2,0.414,0.112,0.303,0.934
SHP_00414,CUS_B,LAX,HAM,40HC,5,2,0.044,0.232,0.236,0.746
SHP_00415,CUS_C,HKG,RTM,45HC,6,0,0.429,0.364,0.354,0.678
SHP_00416,CUS_C,RTM,PUS,40HC,1,3,0.353,0.419,0.207,0.494
SHP_00417,CUS_B,HAM,LAX,45HC,29,2,0.56,0.413,0.192,0.642
SHP_00418,CUS_C,HKG,LAX,40GP,17,3,0.642,0.164,0.206,0.552
SHP_00419,CUS_D,SIN,SIN,45HC,20,1,0.333,0.103,0.144,0.843
SHP_00420,CUS_D,HAM,SHA,20GP,18,0,0.61,0.485,0.238,0.856
SHP_00421,CUS_A,SIN,SGN,40HC,1,1,0.388,0.474,0.337,0.843
SHP_00422,CUS_A,SIN,HKG,40HC,17,1,0.156,0.222,0.168,0.654
SHP_00423,CUS_D,HAM,SIN,20GP,26,1,0.527,0.29,0.156,0.793
SHP_00424,CUS_D,LAX,RTM,40HC,7,0,0.31,0.127,0.226,0.768
SHP_00425,CUS_C,SIN,LAX,40GP,18,0,0.105,0.252,0.149,0.888
SHP_00426,CUS_C,SIN,HKG,40GP,13,1,0.481,0.16,0.141,0.621
SHP_00427,CUS_D,LAX,SGN,40GP,6,0,0.546,0.216,0.533,0.853
SHP_00428,CUS_D,LAX,HAM,40HC,10,2,0.207,0.689,0.145,0.641
SHP_00429,CUS_B,RTM,SHA,40HC,12,2,0.377,0.454,0.238,0.788
SHP_00430,CUS_B,HKG,HAM,20GP,29,2,0.263,0.244,0.329,0.734
SHP_00431,CUS_A,SGN,HKG,40HC,22,1,0.405,0.58,0.149,0.945
SHP_00432,CUS_D,SGN,PUS,40HC,5,1,0.635,0.241,0.219,0.88
SHP_00433,CUS_C,PUS,SGN,40HC,18,3,0.694,0.069,0.367,0.826
SHP_00434,CUS_D,SGN,PUS,45HC,26,3,0.376,0.562,0.226,0.741
SHP_00435,CUS_C,SGN,LAX,20GP,5,3,0.331,0.378,0.323,0.605
SHP_00436,CUS_D,HKG,RTM,45HC,11,2,0.487,0.392,0.364,0.95
SHP_00437,CUS_B,HAM,HAM,20GP,2,0,0.62,0.167,0.46,0.565
SHP_00438,CUS_B,LAX,SIN,45HC,14,1,0.121,0.126,0.175,0.863
SHP_00439,CUS_D,SIN,HKG,20GP,8,3,0.703,0.514,0.109,0.626
SHP_00440,CUS_D,HAM,PUS,40GP,12,2,0.095,0.271,0.292,0.524
SHP_00441,CUS_D,RTM,LAX,45HC,20,3,0.237,0.334,0.465,0.511
SHP_00442,CUS_A,RTM,SIN,40GP,9,1,0.27,0.437,0.241,0.614
SHP_00443,CUS_D,SGN,SGN,20GP,7,1,0.367,0.283,0.112,0.94
SHP_00444,CUS_A,HKG,SHA,45HC,11,0,0.346,0.255,0.34,0.589
SHP_00445,CUS_B,SHA,SIN,40GP,9,1,0.332,0.238,0.082,0.917
SHP_00446,CUS_B,HKG,SHA,45HC,23,2,0.537,0.492,0.239,0.617
SHP_00447,CUS_B,HAM,SGN,20GP,23,2,0.26,0.466,0.236,0.926
SHP_00448,CUS_D,PUS,SHA,40GP,7,0,0.214,0.506,0.476,0.621
SHP_00449,CUS_B,HAM,HAM,40GP,29,1,0.197,0.267,0.044,0.91
SHP_00450,CUS_C,SIN,SHA,20GP,18,1,0.307,0.377,0.363,0.615
SHP_00451,CUS_B,RTM,SGN,20GP,3,3,0.034,0.675,0.36,0.855
SHP_00452,CUS_C,RTM,SIN,40HC,6,3,0.153,0.687,0.332,0.789
SHP_00453,CUS_A,HAM,LAX,40HC,24,2,0.334,0.742,0.171,0.654
SHP_00454,CUS_C,SGN,SGN,45HC,21,3,0.475,0.223,0.213,0.629
SHP_00455,CUS_B,HKG,SGN,40HC,16,0,0.384,0.565,0.567,0.851
SHP_00456,CUS_B,PUS,SGN,40HC,14,2,0.144,0.093,0.549,0.743
SHP_00457,CUS_B,LAX,RTM,40HC,14,2,0.103,0.209,0.397,0.836
SHP_00458,CUS_D,LAX,SIN,45HC,5,3,0.549,0.396,0.371,0.82
SHP_00459,CUS_C,HKG,HAM,20GP,7,0,0.301,0.096,0.275,0.829
SHP_00460,CUS_D,SGN,HAM,45HC,22,2,0.445,0.357,0.183,0.785
SHP_00461,CUS_D,HAM,LAX,45HC,29,2,0.45,0.449,0.2,0.698
SHP_00462,CUS_A,HKG,LAX,20GP,12,1,0.326,0.481,0.311,0.744
SHP_00463,CUS_C,SGN,SGN,40GP,7,3,0.306,0.386,0.173,0.521
SHP_00464,CUS_A,SIN,SHA,40HC,21,1,0.561,0.601,0.283,0.725
SHP_00465,CUS_B,LAX,SHA,20GP,29,1,0.311,0.262,0.279,0.754
SHP_00466,CUS_D,RTM,SIN,40HC,9,0,0.692,0.322,0.334,0.637
SHP_00467,CUS_A,HKG,HKG,40HC,21,0,0.066,0.312,0.294,0.893
SHP_00468,CUS_A,LAX,HKG,45HC,15,2,0.23,0.388,0.109,0.694
SHP_00469,CUS_D,HKG,PUS,45HC,25,1,0.216,0.442,0.181,0.887
SHP_00470,CUS_B,SGN,SGN,45HC,16,2,0.777,0.135,0.306,0.578
SHP_00471,CUS_B,LAX,SGN,40GP,10,1,0.374,0.7,0.139,0.568
SHP_00472,CUS_C,SGN,LAX,40GP,1,0,0.684,0.169,0.219,0.716
SHP_00473,CUS_D,SIN,HAM,45HC,14,0,0.202,0.068,0.278,0.493
SHP_00474,CUS_A,LAX,PUS,45HC,20,3,0.465,0.04,0.063,0.658
SHP_00475,CUS_A,SHA,SIN,20GP,25,1,0.499,0.26,0.135,0.688
SHP_00476,CUS_B,RTM,HKG,20GP,12,0,0.631,0.194,0.477,0.691
SHP_00477,CUS_C,SGN,LAX,20GP,27,0,0.47,0.275,0.246,0.727
SHP_00478,CUS_A,PUS,RTM,40HC,24,0,0.842,0.308,0.068,0.622
SHP_00479,CUS_C,HAM,SHA,40GP,10,3,0.293,0.529,0.414,0.934
SHP_00480,CUS_D,HKG,LAX,20GP,23,0,0.391,0.618,0.223,0.909
SHP_00481,CUS_A,PUS,RTM,40GP,12,2,0.344,0.595,0.54,0.978
SHP_00482,CUS_A,HAM,SHA,45HC,18,0,0.194,0.093,0.199,0.78
SHP_00483,CUS_A,SIN,LAX,40HC,2,0,0.412,0.545,0.267,0.797
SHP_00484,CUS_B,SHA,SGN,40GP,27,0,0.381,0.298,0.172,0.797
SHP_00485,CUS_B,HAM,HAM,40GP,22,2,0.181,0.427,0.049,0.665
SHP_00486,CUS_D,RTM,PUS,20GP,21,0,0.34,0.138,0.334,0.739
SHP_00487,CUS_D,SHA,RTM,45HC,22,1,0.687,0.367,0.512,0.874
SHP_00488,CUS_D,LAX,SHA,45HC,2,0,0.26,0.235,0.197,0.877
SHP_00489,CUS_B,LAX,HKG,40GP,22,2,0.094,0.147,0.132,0.855
SHP_00490,CUS_B,LAX,LAX,20GP,6,2,0.477,0.389,0.285,0.728
SHP_00491,CUS_B,SIN,SGN,20GP,4,3,0.227,0.358,0.134,0.774
SHP_00492,CUS_C,LAX,SIN,40HC,1,1,0.278,0.183,0.071,0.701
SHP_00493,CUS_B,LAX,SHA,45HC,1,2,0.513,0.125,0.146,0.701
SHP_00494,CUS_D,LAX,SIN,40GP,29,2,0.142,0.054,0.178,0.7
SHP_00495,CUS_D,HAM,HKG,40HC,21,0,0.244,0.193,0.478,0.962
SHP_00496,CUS_A,RTM,SHA,40HC,14,0,0.164,0.296,0.051,0.71
SHP_00497,CUS_A,SIN,SGN,40GP,6,3,0.155,0.558,0.139,0.724
SHP_00498,CUS_D,SHA,HAM,20GP,18,0,0.266,0.189,0.426,0.948
SHP_00499,CUS_A,SGN,PUS,40HC,16,2,0.115,0.443,0.155,0.866
